freq,reason,deg_urb,sex,age,unit,geo\TIME_PERIOD	2021 	2022 	2023 	2024 	2025 
A,HOPING,DEG1,F,Y_GE16,PC,EL	0.9 	0.3 	0.3 	0.2 	0.2 
A,HOPING,DEG1,F,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.2 	0.2 
A,HOPING,DEG1,F,Y_GE16,PC,FI	0.2 	0.2 	0.2 	0.7 	0.4 
A,HOPING,DEG1,F,Y_GE16,PC,FR	0.3 	0.2 b	0.4 	0.5 	: 
A,HOPING,DEG1,F,Y_GE16,PC,HR	1.6 	1.6 	0.8 b	1.3 	1.2 
A,HOPING,DEG1,F,Y_GE16,PC,HU	1.2 	1.3 	0.5 	0.5 	0.1 
A,HOPING,DEG1,F,Y_GE16,PC,IE	0.1 	0.0 n	0.2 	0.3 	: 
A,HOPING,DEG1,F,Y_GE16,PC,IT	0.1 	0.0 n	0.1 	0.1 	0.1 
A,HOPING,DEG1,F,Y_GE16,PC,LT	0.1 	0.0 n	0.1 	0.0 n	: 
A,HOPING,DEG1,F,Y_GE16,PC,LU	0.4 b	1.3 b	0.8 	1.0 	: 
A,HOPING,DEG1,F,Y_GE16,PC,LV	1.3 	1.8 	1.3 	1.9 	1.7 
A,HOPING,DEG1,F,Y_GE16,PC,MK	0.5 b	0.2 	0.0 n	: 	: 
A,HOPING,DEG1,F,Y_GE16,PC,MT	0.8 	0.6 	0.1 	0.4 	: 
A,HOPING,DEG1,F,Y_GE16,PC,NL	0.1 	0.2 	0.4 	0.2 	0.2 
A,HOPING,DEG1,F,Y_GE16,PC,NO	0.3 b	2.2 	1.7 	2.3 	2.7 
A,HOPING,DEG1,F,Y_GE16,PC,PL	1.0 	1.4 	1.4 	1.1 	1.4 
A,HOPING,DEG1,F,Y_GE16,PC,PT	0.3 	0.4 	0.4 	0.4 	0.4 
A,HOPING,DEG1,F,Y_GE16,PC,RO	0.4 	0.5 	0.7 	0.2 	0.3 
A,HOPING,DEG1,F,Y_GE16,PC,RS	2.2 	0.9 	0.6 	1.3 	: 
A,HOPING,DEG1,F,Y_GE16,PC,SE	0.1 	0.5 	0.8 	0.5 	0.8 
A,HOPING,DEG1,F,Y_GE16,PC,SI	0.0 	0.0 	0.0 	0.0 	0.0 
A,HOPING,DEG1,F,Y_GE16,PC,SK	0.2 	0.2 	0.2 	0.1 	: 
A,HOPING,DEG1,M,Y_GE16,PC,AL	1.8 	1.8 	: 	: 	: 
A,HOPING,DEG1,M,Y_GE16,PC,AT	0.1 	0.1 	0.1 	0.0 n	: 
A,HOPING,DEG1,M,Y_GE16,PC,BE	0.1 	0.2 	0.0 n	0.4 	0.7 
A,HOPING,DEG1,M,Y_GE16,PC,BG	0.6 	0.4 	0.6 	0.4 	0.5 
A,HOPING,DEG1,M,Y_GE16,PC,CH	0.2 	0.6 	0.4 	0.5 	: 
A,HOPING,DEG1,M,Y_GE16,PC,CY	0.0 n	0.1 	0.0 	0.0 	0.0 
A,HOPING,DEG1,M,Y_GE16,PC,CZ	0.3 	0.6 	0.5 	0.3 	0.3 
A,HOPING,DEG1,M,Y_GE16,PC,DE	0.0 n	0.1 	0.1 e	0.0 n	0.0 
A,HOPING,DEG1,M,Y_GE16,PC,DK	4.6 	3.3 	6.0 	3.7 	: 
A,HOPING,DEG1,M,Y_GE16,PC,EE	0.2 	0.1 	0.3 	0.5 	0.2 
A,HOPING,DEG1,M,Y_GE16,PC,EL	0.6 	0.2 	0.2 	0.3 	0.2 
A,HOPING,DEG1,M,Y_GE16,PC,ES	0.2 	0.2 	0.1 	0.1 	0.2 
A,HOPING,DEG1,M,Y_GE16,PC,FI	0.0 	0.1 	0.1 	0.9 	0.3 
A,HOPING,DEG1,M,Y_GE16,PC,FR	0.2 	0.4 b	0.4 	0.4 	: 
A,HOPING,DEG1,M,Y_GE16,PC,HR	1.4 	1.8 	1.2 b	1.4 	0.9 
A,HOPING,DEG1,M,Y_GE16,PC,HU	0.6 	1.3 	0.2 	0.4 	0.2 
A,HOPING,DEG1,M,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.1 	: 
A,HOPING,DEG1,M,Y_GE16,PC,IT	0.1 	0.0 n	0.1 	0.0 n	0.0 
A,HOPING,DEG1,M,Y_GE16,PC,LT	0.3 	0.2 	0.2 	0.0 n	: 
A,HOPING,DEG1,M,Y_GE16,PC,LU	0.5 b	0.5 b	0.9 	1.0 	: 
A,HOPING,DEG1,M,Y_GE16,PC,LV	3.8 	2.3 	4.6 	3.5 	3.6 
A,HOPING,DEG1,M,Y_GE16,PC,MK	0.4 b	0.2 	0.3 	: 	: 
A,HOPING,DEG1,M,Y_GE16,PC,MT	0.5 	0.4 	0.0 	0.4 	: 
A,HOPING,DEG1,M,Y_GE16,PC,NL	0.2 	0.2 	0.2 	0.2 	1.2 
A,HOPING,DEG1,M,Y_GE16,PC,NO	0.4 b	1.6 	2.2 	2.9 	3.0 
A,HOPING,DEG1,M,Y_GE16,PC,PL	0.9 	1.0 	1.5 	1.3 	1.5 
A,HOPING,DEG1,M,Y_GE16,PC,PT	0.3 	0.3 	0.5 	0.4 	0.5 
A,HOPING,DEG1,M,Y_GE16,PC,RO	0.3 	0.1 	0.3 	0.3 	0.2 
A,HOPING,DEG1,M,Y_GE16,PC,RS	1.3 	0.4 	0.6 	1.3 	: 
A,HOPING,DEG1,M,Y_GE16,PC,SE	0.2 	0.3 	0.4 	0.6 	0.8 
A,HOPING,DEG1,M,Y_GE16,PC,SI	0.0 	0.2 	0.0 	0.0 	0.0 
A,HOPING,DEG1,M,Y_GE16,PC,SK	0.4 	0.3 	0.2 	0.0 	: 
A,HOPING,DEG2,F,Y_GE16,PC,AL	0.4 	0.6 	: 	: 	: 
A,HOPING,DEG2,F,Y_GE16,PC,AT	0.0 	0.0 	0.2 	0.2 	: 
A,HOPING,DEG2,F,Y_GE16,PC,BE	0.1 	0.0 n	0.0 n	0.1 	0.3 
A,HOPING,DEG2,F,Y_GE16,PC,BG	0.4 	0.5 	0.6 	0.8 	0.2 
A,HOPING,DEG2,F,Y_GE16,PC,CH	0.8 	1.1 	1.2 	0.2 	: 
A,HOPING,DEG2,F,Y_GE16,PC,CY	0.0 n	0.0 	0.0 	0.0 	0.0 
A,HOPING,DEG2,F,Y_GE16,PC,CZ	0.7 	0.6 	0.4 	0.5 	1.1 
A,HOPING,DEG2,F,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.1 
A,HOPING,DEG2,F,Y_GE16,PC,DK	1.8 	2.2 	3.7 	2.5 	: 
A,HOPING,DEG2,F,Y_GE16,PC,EE	0.1 	0.5 	0.0 n	0.5 	0.0 
A,HOPING,DEG2,F,Y_GE16,PC,EL	0.5 	0.3 	0.2 	0.5 	0.2 
A,HOPING,DEG2,F,Y_GE16,PC,ES	0.0 n	0.2 	0.1 	0.2 	0.2 
A,HOPING,DEG2,F,Y_GE16,PC,FI	0.0 	0.3 	0.2 	0.4 	0.2 
A,HOPING,DEG2,F,Y_GE16,PC,FR	0.3 	0.3 b	0.2 	0.2 	: 
A,HOPING,DEG2,F,Y_GE16,PC,HR	1.1 	1.6 	0.4 b	0.6 	0.3 
A,HOPING,DEG2,F,Y_GE16,PC,HU	1.6 	1.3 	1.0 	0.8 	0.5 
A,HOPING,DEG2,F,Y_GE16,PC,IE	0.0 	0.3 	0.1 	0.0 n	: 
A,HOPING,DEG2,F,Y_GE16,PC,IT	0.1 	0.1 	0.1 	0.2 	0.0 
A,HOPING,DEG2,F,Y_GE16,PC,LT	0.3 	0.1 	0.3 	0.3 p	: 
A,HOPING,DEG2,F,Y_GE16,PC,LU	1.0 b	1.3 b	0.5 	0.7 	: 
A,HOPING,DEG2,F,Y_GE16,PC,LV	0.6 	0.8 	0.8 	0.3 	0.3 
A,HOPING,DEG2,F,Y_GE16,PC,MK	2.8 b	3.0 	3.1 	: 	: 
A,HOPING,DEG2,F,Y_GE16,PC,MT	0.3 	0.1 	0.0 	0.0 	: 
A,HOPING,DEG2,F,Y_GE16,PC,NL	0.1 	0.0 n	0.1 	0.4 	0.3 
A,HOPING,DEG2,F,Y_GE16,PC,NO	0.1 b	2.6 	2.4 	2.6 	2.5 
A,HOPING,DEG2,F,Y_GE16,PC,PL	0.7 	1.1 	0.8 	1.0 	1.3 
A,HOPING,DEG2,F,Y_GE16,PC,PT	0.2 	0.6 	0.7 	0.8 	0.2 
A,HOPING,DEG2,F,Y_GE16,PC,RO	0.4 	0.5 	1.3 	1.2 	0.9 
A,HOPING,DEG2,F,Y_GE16,PC,RS	1.5 	1.2 	1.7 	1.4 	: 
A,HOPING,DEG2,F,Y_GE16,PC,SE	0.1 	0.8 	0.8 	0.6 	0.5 
A,HOPING,DEG2,F,Y_GE16,PC,SI	0.1 	0.0 	0.0 	0.0 	0.1 
A,HOPING,DEG2,F,Y_GE16,PC,SK	1.2 	0.8 	0.8 	0.2 	: 
A,HOPING,DEG2,M,Y_GE16,PC,AL	0.7 	0.7 	: 	: 	: 
A,HOPING,DEG2,M,Y_GE16,PC,AT	0.1 	0.1 	0.4 	0.6 	: 
A,HOPING,DEG2,M,Y_GE16,PC,BE	0.0 n	0.1 	0.1 	0.1 	0.2 
A,HOPING,DEG2,M,Y_GE16,PC,BG	0.6 	0.9 	1.2 	1.5 	0.9 
A,HOPING,DEG2,M,Y_GE16,PC,CH	0.8 	1.1 	0.6 	0.4 	: 
A,HOPING,DEG2,M,Y_GE16,PC,CY	0.2 	0.0 	0.1 	0.0 	0.0 
A,HOPING,DEG2,M,Y_GE16,PC,CZ	0.5 	0.9 	0.5 	0.8 	0.9 
A,HOPING,DEG2,M,Y_GE16,PC,DE	0.1 	0.0 n	0.1 e	0.1 	0.0 
A,HOPING,DEG2,M,Y_GE16,PC,DK	3.0 	3.8 	4.3 	3.7 	: 
A,HOPING,DEG2,M,Y_GE16,PC,EE	0.2 	0.1 	0.4 	0.1 	0.2 
A,HOPING,DEG2,M,Y_GE16,PC,EL	0.6 	0.4 	0.2 	0.3 	0.3 
A,HOPING,DEG2,M,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.1 	0.2 
A,HOPING,DEG2,M,Y_GE16,PC,FI	0.0 	0.1 	0.2 	0.1 	0.3 
A,HOPING,DEG2,M,Y_GE16,PC,FR	0.3 	0.2 b	0.5 	0.5 	: 
A,HOPING,DEG2,M,Y_GE16,PC,HR	1.1 	2.0 	1.0 b	2.2 	1.6 
A,HOPING,DEG2,M,Y_GE16,PC,HU	0.8 	1.6 	0.8 	1.2 	0.6 
A,HOPING,DEG2,M,Y_GE16,PC,IE	0.0 	0.0 	0.0 	0.1 	: 
A,HOPING,DEG2,M,Y_GE16,PC,IT	0.0 n	0.0 n	0.1 	0.2 	0.1 
A,HOPING,DEG2,M,Y_GE16,PC,LT	0.3 	0.3 	0.7 	1.2 p	: 
A,HOPING,DEG2,M,Y_GE16,PC,LU	0.4 b	1.2 b	0.9 	0.7 	: 
A,HOPING,DEG2,M,Y_GE16,PC,LV	2.7 	0.8 	1.3 	1.6 	1.1 
A,HOPING,DEG2,M,Y_GE16,PC,MK	2.0 b	3.7 	3.4 	: 	: 
A,HOPING,DEG2,M,Y_GE16,PC,MT	0.1 	0.0 n	0.0 	0.2 	: 
A,HOPING,DEG2,M,Y_GE16,PC,NL	0.5 	0.4 	0.1 	0.5 	0.3 
A,HOPING,DEG2,M,Y_GE16,PC,NO	0.2 b	3.0 	1.7 	1.9 	1.6 
A,HOPING,DEG2,M,Y_GE16,PC,PL	0.5 	1.0 	1.0 	1.3 	1.4 
A,HOPING,DEG2,M,Y_GE16,PC,PT	0.4 	0.3 	0.5 	0.5 	0.4 
A,HOPING,DEG2,M,Y_GE16,PC,RO	0.7 	0.6 	0.5 	0.4 	0.8 
A,HOPING,DEG2,M,Y_GE16,PC,RS	2.5 	2.0 	2.3 	1.9 	: 
A,HOPING,DEG2,M,Y_GE16,PC,SE	0.1 	0.3 	0.9 	0.4 	0.8 
A,HOPING,DEG2,M,Y_GE16,PC,SI	0.0 	0.0 n	0.0 	0.0 	0.0 
A,HOPING,DEG2,M,Y_GE16,PC,SK	1.1 	0.8 	1.2 	0.5 	: 
A,HOPING,DEG3,F,Y_GE16,PC,AL	3.2 	3.2 	: 	: 	: 
A,HOPING,DEG3,F,Y_GE16,PC,AT	0.1 	0.2 	0.2 	0.3 	: 
A,HOPING,DEG3,F,Y_GE16,PC,BE	0.0 	0.1 	0.0 	0.2 	0.0 
A,HOPING,DEG3,F,Y_GE16,PC,BG	0.5 	0.6 	0.6 	0.4 	0.7 
A,HOPING,DEG3,F,Y_GE16,PC,CH	0.5 	1.0 	0.3 	0.4 	: 
A,HOPING,DEG3,F,Y_GE16,PC,CY	0.1 	0.0 	0.1 	0.0 	0.0 
A,HOPING,DEG3,F,Y_GE16,PC,CZ	1.0 	0.6 	0.9 	0.4 	0.3 
A,HOPING,DEG3,F,Y_GE16,PC,DE	0.0 n	0.0 n	0.0 n	0.0 n	0.1 
A,HOPING,DEG3,F,Y_GE16,PC,DK	3.4 	3.8 	3.4 	2.6 	: 
A,HOPING,DEG3,F,Y_GE16,PC,EE	0.1 	0.3 	0.1 	0.6 	0.1 
A,HOPING,DEG3,F,Y_GE16,PC,EL	0.7 	0.4 	0.2 	0.3 	0.2 
A,HOPING,DEG3,F,Y_GE16,PC,ES	0.0 n	0.1 	0.1 	0.1 	0.2 
A,HOPING,DEG3,F,Y_GE16,PC,FI	0.0 	0.3 	0.1 	0.2 	0.2 
A,HOPING,DEG3,F,Y_GE16,PC,FR	0.2 	0.3 b	0.5 	0.3 	: 
A,HOPING,DEG3,F,Y_GE16,PC,HR	0.9 	0.8 	0.7 b	1.2 	0.9 
A,HOPING,DEG3,F,Y_GE16,PC,HU	1.1 	1.4 	0.9 	0.9 	0.4 
A,HOPING,DEG3,F,Y_GE16,PC,IE	0.2 	0.4 	0.0 n	0.3 	: 
A,HOPING,DEG3,F,Y_GE16,PC,IT	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,HOPING,DEG3,F,Y_GE16,PC,LT	0.4 	0.3 	0.0 n	0.1 p	: 
A,HOPING,DEG3,F,Y_GE16,PC,LU	0.3 b	2.2 b	0.6 	0.2 	: 
A,HOPING,DEG3,F,Y_GE16,PC,LV	0.8 	0.9 	0.7 	0.8 	0.6 
A,HOPING,DEG3,F,Y_GE16,PC,MK	1.1 b	1.2 	2.6 	: 	: 
A,HOPING,DEG3,F,Y_GE16,PC,MT	0.0 	0.0 	0.0 	0.0 	: 
A,HOPING,DEG3,F,Y_GE16,PC,NL	0.0 	0.2 	0.2 	0.9 	0.0 
A,HOPING,DEG3,F,Y_GE16,PC,NO	0.1 b	4.1 	2.5 	2.9 	3.1 
A,HOPING,DEG3,F,Y_GE16,PC,PL	0.8 	0.7 	0.7 	1.5 	1.0 
A,HOPING,DEG3,F,Y_GE16,PC,PT	0.6 	0.7 	0.4 	0.4 	0.7 
A,HOPING,DEG3,F,Y_GE16,PC,RO	1.0 	1.0 	0.9 	0.9 	1.0 
A,HOPING,DEG3,F,Y_GE16,PC,RS	1.6 	1.8 	1.8 	1.8 	: 
A,HOPING,DEG3,F,Y_GE16,PC,SE	0.2 	0.6 	0.7 	0.4 	0.5 
A,HOPING,DEG3,F,Y_GE16,PC,SI	0.0 n	0.0 n	0.0 n	0.0 	0.2 
A,HOPING,DEG3,F,Y_GE16,PC,SK	0.7 	0.7 	0.7 	0.2 	: 
A,HOPING,DEG3,M,Y_GE16,PC,AL	3.4 	3.7 	: 	: 	: 
A,HOPING,DEG3,M,Y_GE16,PC,AT	0.1 	0.1 	0.1 	0.2 	: 
A,HOPING,DEG3,M,Y_GE16,PC,BE	0.2 	0.3 	0.7 	0.2 	0.6 
A,HOPING,DEG3,M,Y_GE16,PC,BG	0.5 	0.7 	0.8 	0.7 	0.9 
A,HOPING,DEG3,M,Y_GE16,PC,CH	0.2 	0.6 	0.4 	0.1 	: 
A,HOPING,DEG3,M,Y_GE16,PC,CY	0.5 	0.0 	0.0 	0.0 	0.0 
A,HOPING,DEG3,M,Y_GE16,PC,CZ	0.6 	1.1 	0.7 	0.9 	0.5 
A,HOPING,DEG3,M,Y_GE16,PC,DE	0.0 n	0.0 	0.0 n	0.0 n	0.1 
A,HOPING,DEG3,M,Y_GE16,PC,DK	4.4 	3.9 	3.9 	4.0 	: 
A,HOPING,DEG3,M,Y_GE16,PC,EE	0.1 	0.1 	0.2 	0.3 	0.3 
A,HOPING,DEG3,M,Y_GE16,PC,EL	0.6 	0.4 	0.3 	0.5 	0.5 
A,HOPING,DEG3,M,Y_GE16,PC,ES	0.0 n	0.2 	0.2 	0.2 	0.1 
A,HOPING,DEG3,M,Y_GE16,PC,FI	0.0 	0.0 	0.2 	0.4 	0.0 
A,HOPING,DEG3,M,Y_GE16,PC,FR	0.3 	0.2 b	0.6 	0.6 	: 
A,HOPING,DEG3,M,Y_GE16,PC,HR	0.9 	0.9 	0.6 b	1.2 	0.6 
A,HOPING,DEG3,M,Y_GE16,PC,HU	0.6 	1.9 	1.2 	0.9 	0.8 
A,HOPING,DEG3,M,Y_GE16,PC,IE	0.2 	0.0 	0.1 	0.1 	: 
A,HOPING,DEG3,M,Y_GE16,PC,IT	0.0 n	0.0 n	0.0 n	0.1 	0.0 
A,HOPING,DEG3,M,Y_GE16,PC,LT	0.2 	0.3 	0.2 	0.0 n	: 
A,HOPING,DEG3,M,Y_GE16,PC,LU	0.2 b	2.2 b	2.2 	0.3 	: 
A,HOPING,DEG3,M,Y_GE16,PC,LV	1.3 	1.0 	1.6 	1.3 	1.3 
A,HOPING,DEG3,M,Y_GE16,PC,MK	0.9 b	1.6 	1.9 	: 	: 
A,HOPING,DEG3,M,Y_GE16,PC,MT	0.2 	0.0 	0.0 	0.0 	: 
A,HOPING,DEG3,M,Y_GE16,PC,NL	0.2 	0.3 	0.0 	0.9 	0.2 
A,HOPING,DEG3,M,Y_GE16,PC,NO	0.2 b	4.1 	1.9 	2.2 	2.5 
A,HOPING,DEG3,M,Y_GE16,PC,PL	1.0 	1.0 	1.0 	2.1 	1.3 
A,HOPING,DEG3,M,Y_GE16,PC,PT	0.2 	0.3 	0.3 	0.1 	0.3 
A,HOPING,DEG3,M,Y_GE16,PC,RO	0.4 	0.6 	1.1 	0.7 	0.8 
A,HOPING,DEG3,M,Y_GE16,PC,RS	2.1 	2.0 	1.9 	2.0 	: 
A,HOPING,DEG3,M,Y_GE16,PC,SE	0.0 	0.3 	0.7 	0.9 	0.7 
A,HOPING,DEG3,M,Y_GE16,PC,SI	0.0 	0.0 n	0.0 	0.1 	0.1 
A,HOPING,DEG3,M,Y_GE16,PC,SK	0.8 	1.1 	0.4 	0.4 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,AL	1.7 	1.8 	: 	: 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,AT	0.1 	0.1 	0.2 	0.2 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,BE	0.1 	0.1 	0.0 n	0.2 	0.2 
A,HOPING,TOTAL,F,Y_GE16,PC,BG	0.5 	0.5 	0.5 	0.5 	0.5 
A,HOPING,TOTAL,F,Y_GE16,PC,CH	0.6 	1.1 	0.7 	0.3 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,CY	0.1 	0.1 	0.0 n	0.0 	0.0 
A,HOPING,TOTAL,F,Y_GE16,PC,CZ	0.7 	0.5 	0.6 	0.4 	0.5 
A,HOPING,TOTAL,F,Y_GE16,PC,DE	0.1 	0.1 	0.0 n	0.1 	0.0 
A,HOPING,TOTAL,F,Y_GE16,PC,DK	2.7 	3.0 	3.8 	2.7 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,EE	0.1 	0.2 	0.2 	0.4 	0.1 
A,HOPING,TOTAL,F,Y_GE16,PC,EL	0.7 	0.3 	0.2 	0.3 	0.2 
A,HOPING,TOTAL,F,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.2 	0.2 
A,HOPING,TOTAL,F,Y_GE16,PC,FI	0.1 	0.3 	0.2 	0.5 	0.2 
A,HOPING,TOTAL,F,Y_GE16,PC,FR	0.3 	0.2 b	0.4 	0.3 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,HR	1.2 	1.3 	0.6 b	1.0 	0.8 
A,HOPING,TOTAL,F,Y_GE16,PC,HU	1.3 	1.3 	0.8 	0.7 	0.4 
A,HOPING,TOTAL,F,Y_GE16,PC,IE	0.1 	0.2 	0.1 	0.2 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,IT	0.1 	0.0 n	0.1 	0.1 	0.0 
A,HOPING,TOTAL,F,Y_GE16,PC,LT	0.3 	0.2 	0.1 	0.1 p	: 
A,HOPING,TOTAL,F,Y_GE16,PC,LU	0.7 b	1.6 b	0.6 	0.6 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,LV	1.0 	1.3 	1.0 	1.1 	0.9 
A,HOPING,TOTAL,F,Y_GE16,PC,MK	1.6 b	1.5 	1.9 	: 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,MT	0.5 	0.3 	0.0 n	0.2 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,NL	0.1 	0.1 	0.3 	0.3 	0.2 
A,HOPING,TOTAL,F,Y_GE16,PC,NO	0.2 b	2.9 	2.2 	2.6 	2.7 
A,HOPING,TOTAL,F,Y_GE16,PC,PL	0.8 	1.1 	1.0 	1.2 	1.2 
A,HOPING,TOTAL,F,Y_GE16,PC,PT	0.3 	0.5 	0.5 	0.5 	0.4 
A,HOPING,TOTAL,F,Y_GE16,PC,RO	0.6 	0.7 	0.9 	0.7 	0.8 
A,HOPING,TOTAL,F,Y_GE16,PC,RS	1.8 	1.3 	1.3 	1.5 	: 
A,HOPING,TOTAL,F,Y_GE16,PC,SE	0.1 	0.6 	0.8 	0.5 	0.6 
A,HOPING,TOTAL,F,Y_GE16,PC,SI	0.0 n	0.0 n	0.0 n	0.0 	0.1 
A,HOPING,TOTAL,F,Y_GE16,PC,SK	0.8 	0.6 	0.6 	0.2 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,AL	2.1 	2.2 	: 	: 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,AT	0.1 	0.1 	0.2 	0.3 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,BE	0.1 	0.2 	0.1 	0.2 	0.4 
A,HOPING,TOTAL,M,Y_GE16,PC,BG	0.6 	0.6 	0.8 	0.7 	0.8 
A,HOPING,TOTAL,M,Y_GE16,PC,CH	0.5 	0.9 	0.5 	0.4 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,CY	0.1 	0.0 n	0.0 n	0.0 	0.0 
A,HOPING,TOTAL,M,Y_GE16,PC,CZ	0.5 	0.9 	0.6 	0.7 	0.6 
A,HOPING,TOTAL,M,Y_GE16,PC,DE	0.1 	0.0 n	0.1 e	0.1 	0.0 
A,HOPING,TOTAL,M,Y_GE16,PC,DK	4.1 	3.7 	4.8 	3.8 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,EE	0.1 	0.1 	0.3 	0.4 	0.3 
A,HOPING,TOTAL,M,Y_GE16,PC,EL	0.6 	0.3 	0.3 	0.4 	0.3 
A,HOPING,TOTAL,M,Y_GE16,PC,ES	0.1 	0.2 	0.2 	0.1 	0.2 
A,HOPING,TOTAL,M,Y_GE16,PC,FI	0.0 	0.1 	0.1 	0.5 	0.2 
A,HOPING,TOTAL,M,Y_GE16,PC,FR	0.3 	0.3 b	0.5 	0.5 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,HR	1.1 	1.5 	0.9 b	1.6 	1.0 
A,HOPING,TOTAL,M,Y_GE16,PC,HU	0.7 	1.6 	0.7 	0.8 	0.6 
A,HOPING,TOTAL,M,Y_GE16,PC,IE	0.1 	0.0 	0.0 n	0.1 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,IT	0.0 n	0.0 n	0.0 n	0.1 	0.1 
A,HOPING,TOTAL,M,Y_GE16,PC,LT	0.3 	0.2 	0.3 	0.2 p	: 
A,HOPING,TOTAL,M,Y_GE16,PC,LU	0.4 b	1.4 b	1.3 	0.6 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,LV	2.6 	1.5 	2.6 	2.2 	2.1 
A,HOPING,TOTAL,M,Y_GE16,PC,MK	1.2 b	1.9 	1.9 	: 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,MT	0.3 	0.2 	0.0 	0.3 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,NL	0.3 	0.3 	0.2 	0.3 	0.8 
A,HOPING,TOTAL,M,Y_GE16,PC,NO	0.2 b	2.9 	1.9 	2.3 	2.3 
A,HOPING,TOTAL,M,Y_GE16,PC,PL	0.8 	1.0 	1.2 	1.6 	1.4 
A,HOPING,TOTAL,M,Y_GE16,PC,PT	0.3 	0.3 	0.4 	0.3 	0.4 
A,HOPING,TOTAL,M,Y_GE16,PC,RO	0.4 	0.5 	0.7 	0.5 	0.6 
A,HOPING,TOTAL,M,Y_GE16,PC,RS	1.9 	1.4 	1.6 	1.8 	: 
A,HOPING,TOTAL,M,Y_GE16,PC,SE	0.1 	0.3 	0.6 	0.6 	0.8 
A,HOPING,TOTAL,M,Y_GE16,PC,SI	0.0 	0.1 	0.0 	0.0 n	0.0 
A,HOPING,TOTAL,M,Y_GE16,PC,SK	0.8 	0.8 	0.6 	0.4 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,AL	0.0 n	0.0 n	: 	: 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,AT	0.1 	0.0 n	0.0 	0.0 n	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,BE	0.0 	0.0 	0.0 	0.0 n	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,BG	0.4 	0.3 	0.3 	0.1 	0.2 
A,NOKNOW,DEG1,F,Y_GE16,PC,CH	0.0 	0.0 n	0.1 	0.0 n	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,CY	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,CZ	0.1 	0.1 	0.0 	0.1 	0.1 
A,NOKNOW,DEG1,F,Y_GE16,PC,DE	0.0 n	0.0 n	0.0 e	0.1 	0.1 
A,NOKNOW,DEG1,F,Y_GE16,PC,DK	0.4 	0.4 	0.2 	0.6 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,EE	0.4 	0.5 	0.1 	0.3 	0.5 
A,NOKNOW,DEG1,F,Y_GE16,PC,EL	0.0 	0.0 	0.0 	0.0 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,ES	0.0 n	0.0 n	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,FI	0.0 	0.0 	0.0 	0.0 n	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,FR	0.0 n	0.1 b	0.1 	0.2 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,HR	0.0 	0.0 	0.0 n	0.0 	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,HU	0.2 	0.1 	0.0 	0.1 	0.5 
A,NOKNOW,DEG1,F,Y_GE16,PC,IE	0.0 	0.0 	0.1 	0.0 n	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,IT	0.0 n	0.0 	0.0 n	0.0 n	0.0 
A,NOKNOW,DEG1,F,Y_GE16,PC,LT	0.1 	0.1 	0.1 	0.2 p	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,LU	0.2 b	0.8 b	0.6 	0.1 	: 
A,NOKNOW,DEG1,F,Y_GE16,PC,LV	0.2 	0.1 	0.2 	0.4 	0.2 
